,id,region,start,end,strand
22191,22191,ENST00000242059,70,270,+
3809,3809,ENST00000393227,1002,1202,+
43512,43512,ENST00000425398,917,1117,+
42847,42847,ENST00000360379,7,207,+
25097,25097,ENST00000543966,89,289,+
21067,21067,ENST00000395226,331,531,+
5543,5543,ENST00000568990,93,293,+
43169,43169,ENST00000618471,1647,1847,+
29007,29007,ENST00000261839,3967,4167,+
46124,46124,ENST00000317235,311,511,+
29978,29978,ENST00000636759,234,434,+
20947,20947,ENST00000600910,408,608,+
44352,44352,ENST00000621141,365,565,+
44609,44609,ENST00000491344,0,200,+
32463,32463,ENST00000369801,1052,1252,+
17653,17653,ENST00000530676,508,708,+
29092,29092,ENST00000482936,1960,2160,+
41513,41513,ENST00000358129,80,280,+
34152,34152,ENST00000648009,330,530,+
44463,44463,ENST00000370322,22,222,+
41804,41804,ENST00000642974,201,401,+
33065,33065,ENST00000470459,20,220,+
8635,8635,ENST00000397344,490,690,+
4873,4873,ENST00000307522,832,1032,+
36635,36635,ENST00000618699,56,256,+
13907,13907,ENST00000609923,467,667,+
2077,2077,ENST00000627631,4,204,+
15029,15029,ENST00000257548,598,798,+
14209,14209,ENST00000370371,712,912,+
29327,29327,ENST00000534319,248,448,+
24368,24368,ENST00000517779,130,330,+
3009,3009,ENST00000447342,665,865,+
18613,18613,ENST00000344086,273,473,+
15216,15216,ENST00000298999,1091,1291,+
19226,19226,ENST00000641052,43,243,+
2537,2537,ENST00000267502,669,869,+
16395,16395,ENST00000359827,716,916,+
40130,40130,ENST00000332271,166,366,+
39404,39404,ENST00000528567,140,340,+
7498,7498,ENST00000540848,144,344,+
41777,41777,ENST00000427332,667,867,+
20426,20426,ENST00000650125,900,1100,+
39321,39321,ENST00000539854,94,294,+
10770,10770,ENST00000343854,596,796,+
32535,32535,ENST00000367353,1184,1384,+
30313,30313,ENST00000373255,524,724,+
21889,21889,ENST00000564210,3,203,+
23238,23238,ENST00000622294,622,822,+
21684,21684,ENST00000395392,435,635,+
28635,28635,ENST00000219454,315,515,+
37422,37422,ENST00000410115,142,342,+
320,320,ENST00000420995,841,1041,+
7135,7135,ENST00000503794,470,670,+
17755,17755,ENST00000534070,167,367,+
49823,49823,ENST00000215637,81,281,+
11984,11984,ENST00000615645,1661,1861,+
35422,35422,ENST00000527119,277,477,+
24881,24881,ENST00000399302,1372,1572,+
26627,26627,ENST00000409145,34,234,+
33654,33654,ENST00000531979,564,764,+
37770,37770,ENST00000487270,249,449,+
45858,45858,ENST00000576307,725,925,+
31831,31831,ENST00000512996,2058,2258,+
3178,3178,ENST00000446942,72,272,+
244,244,ENST00000405941,179,379,+
14758,14758,ENST00000443280,153,353,+
23853,23853,ENST00000266719,844,1044,+
40975,40975,ENST00000553645,243,443,+
16527,16527,ENST00000648728,139,339,+
38751,38751,ENST00000634597,1481,1681,+
32528,32528,ENST00000621833,620,820,+
24535,24535,ENST00000409718,1175,1375,+
35131,35131,ENST00000478654,1724,1924,+
1161,1161,ENST00000415862,6,206,+
49762,49762,ENST00000457359,150,350,+
22337,22337,ENST00000583024,79,279,+
287,287,ENST00000309931,229,429,+
26206,26206,ENST00000582260,63,263,+
35230,35230,ENST00000356634,29,229,+
10068,10068,ENST00000589656,136,336,+
10680,10680,ENST00000358066,2278,2478,+
12450,12450,ENST00000564010,240,440,+
43485,43485,ENST00000568653,80,280,+
41449,41449,ENST00000378098,69,269,+
1170,1170,ENST00000518318,1306,1506,+
4675,4675,ENST00000273368,304,504,+
10374,10374,ENST00000307637,430,630,+
39560,39560,ENST00000509134,666,866,+
31308,31308,ENST00000366780,935,1135,+
30497,30497,ENST00000302513,8,208,+
26553,26553,ENST00000479782,140,340,+
33045,33045,ENST00000263413,1498,1698,+
45081,45081,ENST00000478935,28,228,+
23165,23165,ENST00000382638,23,223,+
25491,25491,ENST00000361424,812,1012,+
28164,28164,ENST00000367980,534,734,+
47635,47635,ENST00000263080,97,297,+
3121,3121,ENST00000544253,46,246,+
41347,41347,ENST00000454856,1423,1623,+
17695,17695,ENST00000371180,142,342,+
41107,41107,ENST00000366955,6703,6903,+
36174,36174,ENST00000481685,305,505,+
22766,22766,ENST00000611620,443,643,+
31301,31301,ENST00000291439,78,278,+
13861,13861,ENST00000649773,1228,1428,+
47165,47165,ENST00000225174,403,603,+
31730,31730,ENST00000258787,964,1164,+
931,931,ENST00000410049,175,375,+
30062,30062,ENST00000440964,27,227,+
691,691,ENST00000417410,4,204,+
35349,35349,ENST00000619186,44,244,+
6364,6364,ENST00000522824,189,389,+
18293,18293,ENST00000418386,361,561,+
41789,41789,ENST00000367153,260,460,+
43041,43041,ENST00000370652,4029,4229,+
20950,20950,ENST00000452803,763,963,+
49321,49321,ENST00000269305,540,740,+
16428,16428,ENST00000321460,41,241,+
20323,20323,ENST00000262304,3366,3566,+
41909,41909,ENST00000332958,514,714,+
39876,39876,ENST00000432710,722,922,+
41743,41743,ENST00000567943,29,229,+
4319,4319,ENST00000374236,24,224,+
35733,35733,ENST00000255759,184,384,+
3969,3969,ENST00000356025,1310,1510,+
25763,25763,ENST00000336032,744,944,+
4926,4926,ENST00000600343,1644,1844,+
4933,4933,ENST00000506666,312,512,+
14616,14616,ENST00000354286,214,414,+
13971,13971,ENST00000647590,1742,1942,+
48225,48225,ENST00000521241,85,285,+
23862,23862,ENST00000367440,182,382,+
22692,22692,ENST00000638536,146,346,+
3092,3092,ENST00000254821,661,861,+
21097,21097,ENST00000399349,2721,2921,+
12748,12748,ENST00000352065,757,957,+
24338,24338,ENST00000313236,195,395,+
44271,44271,ENST00000415224,85,285,+
15790,15790,ENST00000547347,15,215,+
3982,3982,ENST00000373861,76,276,+
20674,20674,ENST00000262457,1857,2057,+
23324,23324,ENST00000391877,93,293,+
34172,34172,ENST00000310396,1719,1919,+
38892,38892,ENST00000381310,415,615,+
1094,1094,ENST00000430952,737,937,+
22927,22927,ENST00000317932,16,216,+
28310,28310,ENST00000451463,8,208,+
15972,15972,ENST00000537440,36,236,+
28747,28747,ENST00000612482,667,867,+
31918,31918,ENST00000409764,94,294,+
26460,26460,ENST00000320816,1716,1916,+
47581,47581,ENST00000536657,477,677,+
2843,2843,ENST00000226522,112,312,+
37583,37583,ENST00000457257,87,287,+
38724,38724,ENST00000531543,207,407,+
25095,25095,ENST00000652304,573,773,+
18211,18211,ENST00000443560,16,216,+
20855,20855,ENST00000438444,39,239,+
44913,44913,ENST00000398712,471,671,+
16,16,ENST00000394104,2658,2858,+
28202,28202,ENST00000420713,554,754,+
16524,16524,ENST00000298537,430,630,+
18443,18443,ENST00000293308,9,209,+
23527,23527,ENST00000588201,8,208,+
21054,21054,ENST00000221249,104,304,+
12205,12205,ENST00000367569,35,235,+
31422,31422,ENST00000417563,12,212,+
32006,32006,ENST00000433176,205,405,+
14407,14407,ENST00000233535,377,577,+
32766,32766,ENST00000388913,2044,2244,+
4686,4686,ENST00000270457,93,293,+
4922,4922,ENST00000435409,2826,3026,+
39553,39553,ENST00000244020,302,502,+
5877,5877,ENST00000636619,274,474,+
30595,30595,ENST00000645243,640,840,+
42316,42316,ENST00000262962,169,369,+
32443,32443,ENST00000376345,283,483,+
16459,16459,ENST00000474839,3,203,+
35113,35113,ENST00000578913,120,320,+
22831,22831,ENST00000418316,233,433,+
41198,41198,ENST00000273063,2043,2243,+
25006,25006,ENST00000634586,547,747,+
4586,4586,ENST00000357429,14,214,+
13675,13675,ENST00000438576,338,538,+
49555,49555,ENST00000330487,130,330,+
44793,44793,ENST00000381431,174,374,+
8378,8378,ENST00000415876,597,797,+
24816,24816,ENST00000644371,769,969,+
25359,25359,ENST00000392606,814,1014,+
47808,47808,ENST00000630951,56,256,+
38965,38965,ENST00000548355,13,213,+
25553,25553,ENST00000566125,321,521,+
39169,39169,ENST00000291598,1255,1455,+
5695,5695,ENST00000506577,772,972,+
2941,2941,ENST00000342506,122,322,+
45154,45154,ENST00000289371,2011,2211,+
31222,31222,ENST00000369153,191,391,+
46837,46837,ENST00000274000,512,712,+
21164,21164,ENST00000448076,241,441,+
40149,40149,ENST00000638727,67,267,+
47431,47431,ENST00000423832,174,374,+
38346,38346,ENST00000368710,5,205,+
10338,10338,ENST00000409914,2798,2998,+
42761,42761,ENST00000257189,1324,1524,+
40673,40673,ENST00000588780,240,440,+
26671,26671,ENST00000359785,1883,2083,+
8307,8307,ENST00000309507,1599,1799,+
11618,11618,ENST00000201031,113,313,+
25933,25933,ENST00000377836,25,225,+
33816,33816,ENST00000476808,621,821,+
45824,45824,ENST00000453254,419,619,+
6782,6782,ENST00000413382,82,282,+
45249,45249,ENST00000642986,961,1161,+
47468,47468,ENST00000309155,172,372,+
47599,47599,ENST00000620722,226,426,+
19945,19945,ENST00000491069,36,236,+
45222,45222,ENST00000359236,1362,1562,+
1609,1609,ENST00000273588,871,1071,+
19480,19480,ENST00000546918,291,491,+
29166,29166,ENST00000415886,201,401,+
35183,35183,ENST00000439169,729,929,+
23799,23799,ENST00000594275,168,368,+
31980,31980,ENST00000400633,121,321,+
34785,34785,ENST00000507288,35,235,+
35739,35739,ENST00000449683,73,273,+
12317,12317,ENST00000547135,122,322,+
35699,35699,ENST00000413720,706,906,+
48659,48659,ENST00000367451,712,912,+
19630,19630,ENST00000473453,132,332,+
16508,16508,ENST00000635463,116,316,+
13001,13001,ENST00000398692,194,394,+
1814,1814,ENST00000296315,1096,1296,+
25416,25416,ENST00000223791,780,980,+
31976,31976,ENST00000345122,999,1199,+
14586,14586,ENST00000518069,2027,2227,+
44301,44301,ENST00000359788,728,928,+
25174,25174,ENST00000455639,1676,1876,+
2123,2123,ENST00000371518,987,1187,+
13704,13704,ENST00000649838,478,678,+
31721,31721,ENST00000345540,712,912,+
47140,47140,ENST00000377805,53,253,+
49603,49603,ENST00000539814,58,258,+
14191,14191,ENST00000554190,45,245,+
18581,18581,ENST00000381280,435,635,+
20435,20435,ENST00000531571,2,202,+
17600,17600,ENST00000425103,2334,2534,+
40469,40469,ENST00000408915,0,200,+
27938,27938,ENST00000647715,1306,1506,+
47774,47774,ENST00000379101,368,568,+
32247,32247,ENST00000409168,601,801,+
41938,41938,ENST00000326225,1030,1230,+
33576,33576,ENST00000450876,391,591,+
44824,44824,ENST00000375528,1193,1393,+
21438,21438,ENST00000526104,802,1002,+
44411,44411,ENST00000531921,50,250,+
40031,40031,ENST00000457782,43,243,+
30096,30096,ENST00000450095,166,366,+
4906,4906,ENST00000554150,645,845,+
3722,3722,ENST00000586183,156,356,+
12734,12734,ENST00000381365,303,503,+
36730,36730,ENST00000252085,2561,2761,+
46962,46962,ENST00000613537,1633,1833,+
2671,2671,ENST00000558222,62,262,+
41989,41989,ENST00000355653,123,323,+
9417,9417,ENST00000479522,0,200,+
4552,4552,ENST00000376575,88,288,+
6009,6009,ENST00000430418,966,1166,+
28430,28430,ENST00000366890,471,671,+
19601,19601,ENST00000559524,238,438,+
38505,38505,ENST00000320892,660,860,+
41247,41247,ENST00000442561,230,430,+
18437,18437,ENST00000428381,874,1074,+
27542,27542,ENST00000420571,1027,1227,+
3164,3164,ENST00000589209,68,268,+
39531,39531,ENST00000574327,153,353,+
32764,32764,ENST00000563281,30,230,+
1657,1657,ENST00000416496,149,349,+
48994,48994,ENST00000575230,14,214,+
19094,19094,ENST00000254051,968,1168,+
40317,40317,ENST00000472823,83,283,+
37034,37034,ENST00000636879,657,857,+
23099,23099,ENST00000518644,27,227,+
16806,16806,ENST00000392649,1099,1299,+
27356,27356,ENST00000578509,137,337,+
16244,16244,ENST00000381473,320,520,+
38084,38084,ENST00000628979,444,644,+
31601,31601,ENST00000366862,375,575,+
27877,27877,ENST00000504676,254,454,+
9673,9673,ENST00000350878,1465,1665,+
19229,19229,ENST00000442039,103,303,+
48502,48502,ENST00000229266,802,1002,+
33769,33769,ENST00000334218,3122,3322,+
36966,36966,ENST00000376656,686,886,+
35186,35186,ENST00000511860,41,241,+
36343,36343,ENST00000376392,231,431,+
9772,9772,ENST00000639738,6,206,+
3558,3558,ENST00000519389,2702,2902,+
45471,45471,ENST00000587340,350,550,+
3854,3854,ENST00000316105,1811,2011,+
4887,4887,ENST00000432118,243,443,+
28807,28807,ENST00000023939,689,889,+
47843,47843,ENST00000544492,65,265,+
5313,5313,ENST00000423275,6,206,+
25883,25883,ENST00000286190,364,564,+
37292,37292,ENST00000608284,13,213,+
13699,13699,ENST00000647210,87,287,+
30607,30607,ENST00000392203,1077,1277,+
4827,4827,ENST00000544690,96,296,+
33575,33575,ENST00000273352,2045,2245,+
3907,3907,ENST00000649678,953,1153,+
29134,29134,ENST00000419687,311,511,+
39791,39791,ENST00000620430,1278,1478,+
34724,34724,ENST00000563369,295,495,+
10637,10637,ENST00000563633,109,309,+
9343,9343,ENST00000616600,913,1113,+
44172,44172,ENST00000423540,164,364,+
37663,37663,ENST00000401884,776,976,+
35170,35170,ENST00000542206,581,781,+
37952,37952,ENST00000216330,244,444,+
22908,22908,ENST00000407308,192,392,+
18279,18279,ENST00000303230,1479,1679,+
10283,10283,ENST00000419982,597,797,+
40863,40863,ENST00000441122,87,287,+
9890,9890,ENST00000626391,615,815,+
46502,46502,ENST00000522652,77,277,+
18323,18323,ENST00000343941,79,279,+
26514,26514,ENST00000383733,44,244,+
47332,47332,ENST00000463376,889,1089,+
47666,47666,ENST00000557835,100,300,+
17387,17387,ENST00000407426,892,1092,+
15086,15086,ENST00000513104,1065,1265,+
24042,24042,ENST00000595937,220,420,+
46297,46297,ENST00000455992,127,327,+
7566,7566,ENST00000403131,1108,1308,+
43894,43894,ENST00000457368,294,494,+
29227,29227,ENST00000355832,1979,2179,+
14719,14719,ENST00000535944,294,494,+
49057,49057,ENST00000620443,950,1150,+
5368,5368,ENST00000415514,33,233,+
39696,39696,ENST00000642186,497,697,+
9603,9603,ENST00000356220,721,921,+
22673,22673,ENST00000651509,488,688,+
29425,29425,ENST00000581874,10,210,+
30143,30143,ENST00000537394,25,225,+
2618,2618,ENST00000462691,29,229,+
41669,41669,ENST00000414615,59,259,+
4485,4485,ENST00000355305,267,467,+
11795,11795,ENST00000509507,120,320,+
17369,17369,ENST00000573830,24,224,+
44036,44036,ENST00000368877,282,482,+
24366,24366,ENST00000340957,348,548,+
22553,22553,ENST00000650735,413,613,+
7384,7384,ENST00000650015,1171,1371,+
45684,45684,ENST00000375043,122,322,+
13269,13269,ENST00000493585,116,316,+
28677,28677,ENST00000513374,350,550,+
9275,9275,ENST00000371936,324,524,+
33783,33783,ENST00000325602,188,388,+
9460,9460,ENST00000477310,1173,1373,+
2462,2462,ENST00000435974,132,332,+
9968,9968,ENST00000241527,759,959,+
42222,42222,ENST00000256545,424,624,+
47533,47533,ENST00000324685,587,787,+
6509,6509,ENST00000253354,45,245,+
48714,48714,ENST00000485128,195,395,+
589,589,ENST00000381192,47,247,+
13136,13136,ENST00000520441,10,210,+
8848,8848,ENST00000351578,535,735,+
37392,37392,ENST00000222374,693,893,+
20142,20142,ENST00000421587,5,205,+
39613,39613,ENST00000265375,437,637,+
18412,18412,ENST00000409781,121,321,+
43618,43618,ENST00000362003,506,706,+
41637,41637,ENST00000415942,27,227,+
36885,36885,ENST00000473637,999,1199,+
9424,9424,ENST00000297161,224,424,+
5454,5454,ENST00000643396,996,1196,+
45077,45077,ENST00000272644,100,300,+
34217,34217,ENST00000399913,1704,1904,+
6837,6837,ENST00000357559,188,388,+
44222,44222,ENST00000399523,454,654,+
29432,29432,ENST00000671445,0,200,+
20288,20288,ENST00000418698,1383,1583,+
18816,18816,ENST00000402802,6,206,+
46243,46243,ENST00000543473,602,802,+
48519,48519,ENST00000445906,52,252,+
21031,21031,ENST00000415130,505,705,+
42571,42571,ENST00000651848,67,267,+
1587,1587,ENST00000613647,20,220,+
39454,39454,ENST00000347519,47,247,+
45291,45291,ENST00000395391,753,953,+
18103,18103,ENST00000473656,449,649,+
22484,22484,ENST00000531455,34,234,+
31417,31417,ENST00000553084,16,216,+
41574,41574,ENST00000538065,754,954,+
29277,29277,ENST00000447275,1149,1349,+
3961,3961,ENST00000372917,167,367,+
41691,41691,ENST00000477432,189,389,+
30140,30140,ENST00000368805,6007,6207,+
29631,29631,ENST00000378069,1021,1221,+
6078,6078,ENST00000569630,312,512,+
30663,30663,ENST00000534885,30,230,+
10956,10956,ENST00000379470,360,560,+
48762,48762,ENST00000345070,614,814,+
4006,4006,ENST00000430193,59,259,+
37707,37707,ENST00000296414,31,231,+
47244,47244,ENST00000546602,1844,2044,+
18395,18395,ENST00000495645,31,231,+
5898,5898,ENST00000576916,79,279,+
2866,2866,ENST00000503322,172,372,+
14011,14011,ENST00000608620,795,995,+
46649,46649,ENST00000372113,1235,1435,+
30209,30209,ENST00000440122,356,556,+
30266,30266,ENST00000394196,4532,4732,+
16968,16968,ENST00000380959,948,1148,+
11460,11460,ENST00000589453,41,241,+
20316,20316,ENST00000579387,80,280,+
34028,34028,ENST00000378249,414,614,+
20922,20922,ENST00000446122,1936,2136,+
33078,33078,ENST00000452385,33,233,+
34484,34484,ENST00000220669,286,486,+
34820,34820,ENST00000621410,677,877,+
20671,20671,ENST00000412435,10,210,+
4668,4668,ENST00000329138,403,603,+
4298,4298,ENST00000317233,1483,1683,+
3783,3783,ENST00000508284,1,201,+
33776,33776,ENST00000262551,307,507,+
7347,7347,ENST00000555533,165,365,+
10377,10377,ENST00000587686,683,883,+
48843,48843,ENST00000545376,426,626,+
9878,9878,ENST00000652098,380,580,+
2773,2773,ENST00000285208,345,545,+
13026,13026,ENST00000375627,91,291,+
12948,12948,ENST00000340600,347,547,+
25105,25105,ENST00000264694,1497,1697,+
1987,1987,ENST00000592153,116,316,+
46155,46155,ENST00000472628,9,209,+
40047,40047,ENST00000415287,754,954,+
29546,29546,ENST00000368341,586,786,+
35440,35440,ENST00000368822,338,538,+
16260,16260,ENST00000284771,251,451,+
25464,25464,ENST00000375013,301,501,+
9175,9175,ENST00000376560,63,263,+
31508,31508,ENST00000622555,55,255,+
49376,49376,ENST00000369256,537,737,+
25901,25901,ENST00000393567,11790,11990,+
19309,19309,ENST00000450991,88,288,+
249,249,ENST00000331552,199,399,+
40953,40953,ENST00000555632,50,250,+
27790,27790,ENST00000535040,996,1196,+
38652,38652,ENST00000376296,240,440,+
28128,28128,ENST00000505872,901,1101,+
34812,34812,ENST00000530639,510,710,+
6589,6589,ENST00000423027,40,240,+
13780,13780,ENST00000394074,195,395,+
11989,11989,ENST00000479339,866,1066,+
627,627,ENST00000423566,2,202,+
45259,45259,ENST00000409640,1368,1568,+
29523,29523,ENST00000521652,102,302,+
28820,28820,ENST00000374832,409,609,+
23929,23929,ENST00000444971,110,310,+
46946,46946,ENST00000358399,289,489,+
4765,4765,ENST00000529309,2371,2571,+
26177,26177,ENST00000620879,389,589,+
47988,47988,ENST00000371360,77,277,+
6511,6511,ENST00000339082,3,203,+
2230,2230,ENST00000538402,462,662,+
20566,20566,ENST00000629359,2028,2228,+
12427,12427,ENST00000507993,222,422,+
39763,39763,ENST00000405878,1121,1321,+
46003,46003,ENST00000379013,350,550,+
18782,18782,ENST00000617072,499,699,+
32726,32726,ENST00000369061,482,682,+
6305,6305,ENST00000424629,391,591,+
13998,13998,ENST00000540228,13,213,+
15641,15641,ENST00000368315,477,677,+
32299,32299,ENST00000618193,19,219,+
12392,12392,ENST00000448413,940,1140,+
17570,17570,ENST00000361631,170,370,+
10703,10703,ENST00000649769,124,324,+
49665,49665,ENST00000312891,282,482,+
21698,21698,ENST00000545201,2082,2282,+
41988,41988,ENST00000310914,203,403,+
4247,4247,ENST00000396267,115,315,+
8002,8002,ENST00000424781,218,418,+
31954,31954,ENST00000375551,584,784,+
44041,44041,ENST00000393794,159,359,+
32703,32703,ENST00000650265,999,1199,+
41875,41875,ENST00000562303,845,1045,+
9497,9497,ENST00000377424,1241,1441,+
11241,11241,ENST00000268049,1071,1271,+
31349,31349,ENST00000553796,56,256,+
27543,27543,ENST00000528092,65,265,+
1273,1273,ENST00000567795,238,438,+
5698,5698,ENST00000396359,41,241,+
31521,31521,ENST00000265112,761,961,+
40446,40446,ENST00000645274,562,762,+
10988,10988,ENST00000366928,365,565,+
42358,42358,ENST00000453304,1992,2192,+
22999,22999,ENST00000325630,37,237,+
3358,3358,ENST00000556399,287,487,+
16567,16567,ENST00000510151,67,267,+
49501,49501,ENST00000569956,166,366,+
45937,45937,ENST00000508122,811,1011,+
46663,46663,ENST00000285814,492,692,+
39281,39281,ENST00000366485,202,402,+
4567,4567,ENST00000521015,1366,1566,+
13255,13255,ENST00000617190,568,768,+
10848,10848,ENST00000159111,1221,1421,+
32551,32551,ENST00000616088,1416,1616,+
